Time,Right,Left
-0.6127148,0.001617431640625,0.00140380859375
-0.61267309,0.00091552734375,0.002960205078125
-0.61263136,0.00030517578125,0.0009765625
-0.61258966,0.005828857421875,NaN
-0.61256945,0.076385498046875,0
-0.61252774,0.278656005859375,0.262420654296875
-0.61248603,0.188385009765625,0.16650390625
-0.61244431,0.1356201171875,0.1248779296875
-0.61240259,0.07415771484375,0.063140869140625
-0.61236086,0.12322998046875,0.01251220703125
-0.61231914,0,0.045135498046875
-0.61228785,NaN,0.302581787109375
-0.61225885,0.0762939453125,0.000030517578125
-0.61221713,0.00250244140625,0.000885009765625
-0.61217541,0.016357421875,0.00286865234375
-0.61213369,0.00567626953125,0.00177001953125
-0.61209197,0.001953125,0.01751708984375
-0.61205025,0.02459716796875,0.00140380859375
-0.61200853,0.0198974609375,0
-0.61192542,0.093231201171875,0.13763427734375
-0.61188371,0.006134033203125,0.0755615234375
-0.611842,0.0662841796875,0.080810546875
-0.6118003,0.1024169921875,0.1295166015625
-0.61175859,0.1632080078125,0.203826904296875
-0.61171688,0.07037353515625,0.0013427734375
-0.61167353,0.002685546875,0.000518798828125
-0.61163182,0.01019287109375,0.000457763671875
-0.6115901,0.0030517578125,0.000579833984375
-0.61154839,0.029876708984375,0.018829345703125
-0.61150668,0.025390625,0.008056640625
-0.61146497,0.00140380859375,NaN
-0.6114441,0.115325927734375,0.08905029296875
-0.61140238,0.13525390625,0.061920166015625
-0.61136067,0.00341796875,0.1309814453125
-0.61131895,0.081298828125,0.1038818359375
-0.61127724,0.07757568359375,0.200042724609375
-0.61123552,0.20819091796875,0.00103759765625
-0.61119086,0.0018310546875,0.00128173828125
-0.61114914,0.00091552734375,0.00152587890625
-0.61110744,0.0010986328125,0.01263427734375
-0.61106573,0.01800537109375,0.00811767578125
-0.61102401,0.02911376953125,0.02581787109375
-0.61098229,0.005889892578125,0.00238037109375
-0.61094056,0.001678466796875,NaN
-0.61090115,0.009552001953125,0.000030517578125
-0.61085943,0.00372314453125,0.013519287109375
-0.61081771,0,0.136932373046875
-0.610776,0.079925537109375,0.171295166015625
-0.61073429,0.21240234375,0.07855224609375
-0.61069257,0.002197265625,0.054779052734375
-0.61065085,0.000152587890625,0.00115966796875
-0.61060686,0.01141357421875,0.00323486328125
-0.61056514,0.018829345703125,0.02569580078125
-0.61052342,0.02496337890625,0.237335205078125
-0.61046411,0.139434814453125,0.05413818359375
-0.61042239,0.10107421875,0.013824462890625
-0.61038068,0.0037841796875,0.000030517578125
-0.61033896,0.0001220703125,0.1024169921875
-0.61029724,0.05462646484375,0.139190673828125
-0.61025552,0.1754150390625,0.037384033203125
-0.61021379,0.264007568359375,0.00067138671875
-0.6101825,NaN,0.00048828125
-0.61014663,0.0009765625,0.001373291015625
-0.6101049,0.0023193359375,0.00006103515625
-0.61006318,0.05096435546875,0.000396728515625
-0.61002146,0.07635498046875,0.211883544921875
-0.60997974,0.201507568359375,0.1357421875
-0.60993803,0.107147216796875,0.08489990234375
-0.60989631,0.076446533203125,0.0611572265625
-0.60985458,0.12322998046875,0.135101318359375
-0.60981124,NaN,0.025115966796875
-0.60978808,0.029693603515625,0.02618408203125
-0.60974636,0.0146484375,0.027313232421875
-0.60970464,0.002593994140625,0.004425048828125
-0.60966292,0.028228759765625,0.0020751953125
-0.60962119,0.002105712890625,0.00030517578125
-0.60957947,0,0.077606201171875
-0.60953775,0.3016357421875,0.07183837890625
-0.60949602,0.214263916015625,0.16552734375
-0.60945429,0.0833740234375,0.133026123046875
-0.609423,NaN,0.00201416015625
-0.60939203,0.023529052734375,0.002838134765625
-0.6093503,0.02288818359375,0.007110595703125
-0.60930858,0.017791748046875,0.029083251953125
-0.60926685,0.0244140625,0.01116943359375
-0.60922513,0.00640869140625,0.00604248046875
-0.60918342,0.0284423828125,0.000518798828125
-0.60914169,0.000885009765625,0.0018310546875
-0.60909997,0.002288818359375,0.000274658203125
-0.60905825,0.07269287109375,0.283935546875
-0.60901328,0,0.080108642578125
-0.60897155,0.0028076171875,0.00274658203125
-0.60892984,0.000152587890625,0.00250244140625
-0.60888812,0.00238037109375,0.0020751953125
-0.60884641,0.003082275390625,0.01336669921875
-0.6088047,0.02117919921875,0.00701904296875
-0.60876298,0.017242431640625,0.080535888671875
-0.60871964,0.007110595703125,0.07708740234375
-0.60867792,0.064788818359375,0.1392822265625
-0.60863619,0.0999755859375,0.066741943359375
-0.60859448,0.154266357421875,0.2552490234375
-0.60855277,0.236724853515625,0.29254150390625
-0.60851105,0,0.0823974609375
-0.60846933,0.00091552734375,0.000457763671875
-0.60842762,0.00384521484375,0.00140380859375
-0.60837645,NaN,0.0263671875
-0.60834907,0.021697998046875,0.011444091796875
-0.60830735,0.01947021484375,0.000701904296875
-0.60826564,0.00531005859375,0.002166748046875
-0.60822392,0.0010986328125,0.073211669921875
-0.60817961,0.07708740234375,0.012451171875
-0.60813789,0.096649169921875,0.12353515625
-0.60809618,0.1884765625,0.196258544921875
-0.60805446,0.240966796875,0.29400634765625
-0.60801274,0.036834716796875,0.000091552734375
-0.60795538,0.00189208984375,0.026824951171875
-0.60791366,0.017791748046875,0.025909423828125
-0.60787194,0.025482177734375,0.02215576171875
-0.60781166,0.151397705078125,0.135284423828125
-0.60776993,0.0927734375,0.137420654296875
-0.60772821,0.0628662109375,0.075103759765625
-0.60768649,0.005889892578125,0.01397705078125
